body_part,equipment,name,muscle_group,difficulty,id
chest,dumbbell,hyght dumbbell fly,pectorals,6.0,440
chest,body weight,incline push-up,pectorals,6.0,441
back,body weight,hyperextension,spine,6.0,442
back,body weight,hyperextension (on bench),spine,6.0,443
arms,dumbbell,dumbbell standing one arm concentration curl,biceps,6.0,444
arms,body weight,incline close-grip push-up,triceps,6.0,445
abs,body weight,incline leg hip raise (leg straight),abs,6.0,446
back,body weight,wide grip rear pull-up,lats,6.0,447
chest,body weight,incline push up depth jump,pectorals,6.0,448
legs,weighted,weighted cossack squats (male),glutes,6.0,449
back,stability ball,exercise ball back extension with knees off ground,spine,6.0,450
legs,weighted,weighted donkey calf raise,calves,6.0,451
arms,dumbbell,dumbbell zottman preacher curl,biceps,6.0,452
arms,ez barbell,ez bar lying close grip triceps extension behind head,triceps,6.0,453
back,ez barbell,ez bar reverse grip bent over row,upper back,6.0,454
arms,ez barbell,ez bar seated close grip concentration curl,biceps,6.0,455
arms,ez barbell,ez barbell close grip preacher curl,biceps,6.0,456
arms,ez barbell,ez barbell close-grip curl,biceps,6.0,457
arms,ez barbell,ez barbell curl,biceps,6.0,458
abs,weighted,weighted russian twist v. 2,abs,6.0,459
arms,ez barbell,ez barbell decline close grip face press,triceps,6.0,460
shoulders,dumbbell,dumbbell w-press,delts,6.0,461
arms,ez barbell,ez barbell decline triceps extension,triceps,6.0,462
arms,ez barbell,ez barbell incline triceps extension,triceps,6.0,463
arms,ez barbell,ez barbell jm bench press,triceps,6.0,464
arms,ez barbell,ez barbell reverse grip curl,biceps,6.0,465
arms,ez barbell,ez barbell reverse grip preacher curl,biceps,6.0,466
legs,bosu ball,squat on bosu ball,quads,6.0,467
arms,dumbbell,dumbbell zottman curl,biceps,6.0,468
arms,dumbbell,dumbbells seated triceps extension,triceps,6.0,469
back,ez barbell,ez bar lying bent arms pullover,lats,6.0,470
arms,dumbbell,exercise ball supine triceps extension,triceps,6.0,471
chest,weighted,weighted straight bar dip,pectorals,6.0,472
arms,stability ball,exercise ball dip,triceps,6.0,473
legs,weighted,weighted stretch lunge,glutes,6.0,474
back,stability ball,exercise ball back extension with hands behind head,spine,6.0,475
back,stability ball,exercise ball back extension with arms extended,spine,6.0,476
back,body weight,elevator,upper back,6.0,477
legs,dumbbell,exercise ball on the wall calf raise,calves,6.0,478
legs,dumbbell,exercise ball on the wall calf raise (tennis ball between ankles),calves,6.0,479
abs,body weight,elbow-to-knee,abs,6.0,480
legs,dumbbell,exercise ball on the wall calf raise (tennis ball between knees),calves,6.0,481
legs,stability ball,exercise ball one leg prone lower body rotation,glutes,6.0,482
back,body weight,elbow lift - reverse push-up,upper back,6.0,483
legs,stability ball,exercise ball one legged diagonal kick hamstring curl,glutes,6.0,484
chest,stability ball,exercise ball pike push up,pectorals,6.0,485
arms,body weight,elbow dips,triceps,6.0,486
back,stability ball,exercise ball prone leg raise,spine,6.0,487
arms,ez barbell,ez barbell seated triceps extension,triceps,6.0,488
arms,ez barbell,ez barbell spider curl,biceps,6.0,489
abs,wheel roller,wheel rollerout,abs,6.0,490
arms,weighted,weighted triceps dip on high parallel bars,triceps,6.0,491
legs,barbell,frankenstein squat,glutes,6.0,492
abs,body weight,frog crunch,abs,6.0,493
arms,dumbbell,dumbbell tate press,triceps,6.0,494
legs,dumbbell,dumbbell supported squat,quads,6.0,495
arms,weighted,weighted tricep dips,triceps,6.0,496
chest,dumbbell,dumbbell straight arm pullover,pectorals,6.0,497
legs,weighted,weighted lunge with swing,glutes,6.0,498
back,stability ball,exercise ball back extension with rotation,spine,6.0,499
arms,dumbbell,dumbbell waiter biceps curl,biceps,6.0,500
shoulders,weighted,weighted kneeling step with swing,delts,6.0,501
legs,dumbbell,dumbbell step-up split squat,quads,6.0,502
abs,weighted,weighted hanging leg-hip raise,abs,6.0,503
legs,dumbbell,dumbbell step-up lunge,quads,6.0,504
legs,dumbbell,dumbbell step-up,glutes,6.0,505
chest,weighted,weighted drop push up,pectorals,6.0,506
legs,body weight,glute bridge march,glutes,6.0,507
legs,body weight,forward lunge (male),glutes,6.0,508
legs,body weight,forward jump,quads,6.0,509
chest,barbell,floor fly (with barbell),pectorals,6.0,510
arms,dumbbell,dumbbell tricep kickback with stork stance,triceps,6.0,511
arms,ez barbell,ez barbell spider curl,biceps,6.0,512
arms,ez barbell,ez barbell spider curl,biceps,6.0,513
abs,weighted,weighted russian twist (legs up),abs,6.0,514
shoulders,dumbbell,dumbbell upright shoulder external rotation,delts,6.0,515
shoulders,dumbbell,dumbbell upright row (back pov),delts,6.0,516
abs,weighted,weighted russian twist,abs,6.0,517
back,weighted,weighted pull-up,lats,6.0,518
arms,ez barbell,ez barbell spider curl,biceps,6.0,519
arms,ez barbell,ez-bar biceps curl (with arm blaster),biceps,6.0,520
arms,ez barbell,ez-bar close-grip bench press,triceps,6.0,521
arms,ez barbell,ez-barbell standing wide grip biceps curl,biceps,6.0,522
arms,barbell,finger curls,forearms,6.0,523
shoulders,dumbbell,dumbbell upright row,delts,6.0,524
arms,dumbbell,dumbbell twisting bench press,triceps,6.0,525
arms,weighted,weighted three bench dips,triceps,6.0,526
arms,ez barbell,ez barbell seated curls,biceps,6.0,527
legs,kettlebell,kettlebell hang clean,hamstrings,6.0,528
back,body weight,inverted row,upper back,6.0,529
back,leverage machine,lever one arm lateral high row,upper back,6.0,530
abs,body weight,lunge with twist,abs,6.0,531
chest,leverage machine,machine inner chest press,pectorals,6.0,532
legs,sled machine,sled forward angled calf raise,calves,6.0,533
back,medicine ball,medicine ball catch and overhead throw,lats,6.0,534
chest,medicine ball,medicine ball chest pass,pectorals,6.0,535
chest,medicine ball,medicine ball chest push from 3 point stance,pectorals,6.0,536
chest,medicine ball,medicine ball chest push multiple response,pectorals,6.0,537
chest,medicine ball,medicine ball chest push single response,pectorals,6.0,538
chest,medicine ball,medicine ball chest push with run release,pectorals,6.0,539
arms,medicine ball,medicine ball close grip push up,triceps,6.0,540
arms,dumbbell,dumbbell standing bent over one arm triceps extension,triceps,6.0,541
back,medicine ball,medicine ball overhead slam,upper back,6.0,542
arms,medicine ball,medicine ball supine chest throw,triceps,6.0,543
legs,sled machine,sled calf press on leg press,calves,6.0,544
chest,body weight,modified hindu push-up (male),pectorals,6.0,545
arms,skierg machine,ski ergometer,triceps,6.0,546
arms,olympic barbell,olympic barbell triceps extension,triceps,6.0,547
legs,body weight,lunge with jump,glutes,6.0,548
back,leverage machine,lever unilateral row,upper back,6.0,549
back,leverage machine,lever t-bar reverse grip row,upper back,6.0,550
legs,sled machine,sled lying calf press,calves,6.0,551
back,leverage machine,lever reverse grip vertical row,upper back,6.0,552
abs,hammer,sledge hammer,abs,6.0,553
back,leverage machine,lever reverse t-bar row,upper back,6.0,554
legs,leverage machine,lever rotary calf,calves,6.0,555
legs,leverage machine,lever seated calf press,calves,6.0,556
abs,leverage machine,lever seated crunch,abs,6.0,557
abs,leverage machine,lever seated crunch (chest pad),abs,6.0,558
abs,leverage machine,lever seated crunch v. 2,abs,6.0,559
chest,leverage machine,lever standing chest press,pectorals,6.0,560
arms,leverage machine,lever seated dip,triceps,6.0,561
legs,leverage machine,lever seated good morning,glutes,6.0,562
legs,leverage machine,lever seated leg curl,hamstrings,6.0,563
back,leverage machine,lever seated row,upper back,6.0,564
shoulders,leverage machine,lever seated shoulder press,delts,6.0,565
legs,leverage machine,lever seated squat calf raise on leg press machine,calves,6.0,566
legs,leverage machine,lever standing calf raise,calves,6.0,567
back,body weight,one arm against wall,lats,6.0,568
cardio,body weight,skater hops,cardiovascular system,6.0,569
legs,body weight,sissy squat,quads,6.0,570
legs,body weight,rear decline bridge,glutes,6.0,571
cardio,body weight,push to run,cardiovascular system,6.0,572
chest,bosu ball,push up on bosu ball,pectorals,6.0,573
abs,body weight,reverse plank with leg lift,abs,6.0,574
back,leverage machine,reverse grip machine lat pulldown,lats,6.0,575
arms,body weight,reverse dip,triceps,6.0,576
chest,body weight,push-up,pectorals,6.0,577
chest,bosu ball,push-up (bosu ball),pectorals,6.0,578
chest,stability ball,push-up (on stability ball),pectorals,6.0,579
abs,body weight,power point plank,abs,6.0,580
chest,stability ball,push-up (on stability ball),pectorals,6.0,581
chest,stability ball,push-up (on stability ball),pectorals,6.0,582
legs,body weight,quick feet v. 2,quads,6.0,583
chest,stability ball,push-up (on stability ball),pectorals,6.0,584
abs,body weight,push-up to side plank,abs,6.0,585
arms,dumbbell,push-up close-grip off dumbbell,triceps,6.0,586
legs,body weight,push-up inside leg kick,glutes,6.0,587
chest,body weight,push and pull bodyweight,pectorals,6.0,588
cardio,body weight,run (equipment),cardiovascular system,6.0,589
legs,body weight,single leg platform slide,hamstrings,6.0,590
abs,weighted,otis up,abs,6.0,591
abs,medicine ball,one arm slam (with medicine ball),abs,6.0,592
back,body weight,one arm towel row,upper back,6.0,593
chest,body weight,single arm push-up,pectorals,6.0,594
abs,body weight,side hip (on parallel bars),abs,6.0,595
legs,body weight,one leg donkey calf raise,calves,6.0,596
legs,body weight,one leg floor calf raise,calves,6.0,597
legs,body weight,one leg squat,glutes,6.0,598
legs,body weight,outside leg kick push-up,glutes,6.0,599
back,body weight,scapula dips,traps,6.0,600
legs,body weight,pike-to-cobra push-up,glutes,6.0,601
chest,body weight,shoulder tap push-up,pectorals,6.0,602
back,body weight,shoulder grip pull-up,lats,6.0,603
chest,body weight,plyo push up,pectorals,6.0,604
abs,body weight,posterior step to overhead reach,abs,6.0,605
abs,body weight,potty squat,abs,6.0,606
legs,body weight,potty squat with support,glutes,6.0,607
arms,leverage machine,lever overhand triceps dip,triceps,6.0,608
legs,leverage machine,lever lying two-one leg curl,hamstrings,6.0,609
legs,body weight,split squats,quads,6.0,610
legs,leverage machine,lever lying leg curl,hamstrings,6.0,611
legs,smith machine,smith single leg split squat,quads,6.0,612
shoulders,kettlebell,kettlebell arnold press,delts,6.0,613
shoulders,smith machine,smith shoulder press,delts,6.0,614
abs,kettlebell,kettlebell bent press,abs,6.0,615
shoulders,smith machine,smith seated shoulder press,delts,6.0,616
chest,smith machine,smith reverse-grip press,pectorals,6.0,617
back,smith machine,smith reverse grip bent over row,upper back,6.0,618
back,smith machine,smith narrow row,upper back,6.0,619
chest,smith machine,smith machine reverse decline close grip bench press,pectorals,6.0,620
arms,smith machine,smith machine incline tricep extension,triceps,6.0,621
arms,smith machine,smith machine decline close grip bench press,triceps,6.0,622
chest,smith machine,smith incline reverse-grip press,pectorals,6.0,623
abs,kettlebell,kettlebell double windmill,abs,6.0,624
chest,kettlebell,kettlebell extended range one arm press on floor,pectorals,6.0,625
legs,kettlebell,kettlebell front squat,glutes,6.0,626
legs,kettlebell,kettlebell goblet squat,glutes,6.0,627
chest,medicine ball,push-up medicine ball,pectorals,6.0,628
legs,smith machine,smith sprint lunge,glutes,6.0,629
back,kettlebell,kettlebell alternating row,upper back,6.0,630
chest,kettlebell,kettlebell alternating press on floor,pectorals,6.0,631
chest,smith machine,smith wide grip bench press,pectorals,6.0,632
legs,body weight,spider crawl push up,glutes,6.0,633
back,body weight,inverted row bent knees,upper back,6.0,634
abs,dumbbell,spell caster,abs,6.0,635
back,body weight,inverted row on bench,upper back,6.0,636
back,body weight,inverted row v. 2,upper back,6.0,637
back,body weight,inverted row with straps,upper back,6.0,638
chest,smith machine,smith wide grip decline bench press,pectorals,6.0,639
shoulders,smith machine,smith upright row,delts,6.0,640
shoulders,smith machine,smith standing behind head military press,delts,6.0,641
abs,body weight,jackknife sit-up,abs,6.0,642
abs,body weight,janda sit-up,abs,6.0,643
abs,kettlebell,kettlebell advanced windmill,abs,6.0,644
arms,kettlebell,kettlebell alternating hang clean,forearms,6.0,645
shoulders,kettlebell,kettlebell alternating press,delts,6.0,646
shoulders,smith machine,smith standing military press,delts,6.0,647
legs,smith machine,smith standing leg calf raise,calves,6.0,648
legs,kettlebell,kettlebell lunge pass through,glutes,6.0,649
chest,smith machine,smith incline bench press,pectorals,6.0,650
chest,kettlebell,kettlebell one arm floor press,pectorals,6.0,651
legs,leverage machine,lever donkey calf raise,calves,6.0,652
back,leverage machine,lever back extension,spine,6.0,653
chest,leverage machine,lever chest press,pectorals,6.0,654
legs,smith machine,smith bent knee good morning,glutes,6.0,655
chest,smith machine,smith bench press,pectorals,6.0,656
chest,leverage machine,lever chest press,pectorals,6.0,657
chest,leverage machine,lever chest press v. 2,pectorals,6.0,658
chest,leverage machine,lever decline chest press,pectorals,6.0,659
back,leverage machine,lever front pulldown,lats,6.0,660
back,smith machine,smith bent over row,upper back,6.0,661
back,leverage machine,lever gripless shrug,traps,6.0,662
back,leverage machine,lever gripless shrug v. 2,traps,6.0,663
legs,leverage machine,lever hip extension v. 2,glutes,6.0,664
legs,leverage machine,lever horizontal one leg press,glutes,6.0,665
chest,leverage machine,lever incline chest press,pectorals,6.0,666
shoulders,smith machine,smith behind neck press,delts,6.0,667
chest,leverage machine,lever incline chest press v. 2,pectorals,6.0,668
abs,body weight,leg pull in flat bench,abs,6.0,669
abs,barbell,landmine 180,abs,6.0,670
shoulders,kettlebell,kettlebell one arm military press to the side,delts,6.0,671
chest,smith machine,smith decline bench press,pectorals,6.0,672
back,kettlebell,kettlebell one arm row,upper back,6.0,673
shoulders,kettlebell,kettlebell seated press,delts,6.0,674
chest,smith machine,smith decline reverse-grip press,pectorals,6.0,675
shoulders,kettlebell,kettlebell seated two arm military press,delts,6.0,676
shoulders,kettlebell,kettlebell seesaw press,delts,6.0,677
back,kettlebell,kettlebell sumo high pull,traps,6.0,678
legs,kettlebell,kettlebell swing,glutes,6.0,679
shoulders,kettlebell,kettlebell two arm clean,delts,6.0,680
legs,smith machine,smith chair squat,quads,6.0,681
shoulders,kettlebell,kettlebell two arm military press,delts,6.0,682
back,kettlebell,kettlebell two arm row,upper back,6.0,683
abs,kettlebell,kettlebell windmill,abs,6.0,684
abs,body weight,knee touch crunch,abs,6.0,685
abs,body weight,kneeling plank tap shoulder (male),abs,6.0,686
chest,body weight,kneeling push-up (male),pectorals,6.0,687
arms,smith machine,smith close-grip bench press,triceps,6.0,688
arms,dumbbell,dumbbell standing bent over two arm triceps extension,triceps,6.0,689
arms,dumbbell,dumbbell reverse wrist curl,forearms,6.0,690
shoulders,dumbbell,dumbbell standing around world,delts,6.0,691
abs,cable,cable standing crunch,abs,6.0,692
back,band,band one arm standing low row,upper back,6.0,693
arms,band,band one arm overhead biceps curl,biceps,6.0,694
back,cable,cable shrug,traps,6.0,695
abs,cable,cable side bend,abs,6.0,696
abs,cable,cable side crunch,abs,6.0,697
arms,cable,cable squatting curl,biceps,6.0,698
arms,cable,cable standing back wrist curl,forearms,6.0,699
legs,cable,cable standing calf raise,calves,6.0,700
abs,cable,cable standing crunch (with rope attachment),abs,6.0,701
shoulders,cable,cable seated rear lateral raise,delts,6.0,702
arms,cable,cable standing inner curl,biceps,6.0,703
back,band,band kneeling one arm pulldown,lats,6.0,704
abs,cable,cable standing lift,abs,6.0,705
arms,cable,cable standing one arm triceps extension,triceps,6.0,706
legs,cable,cable standing one leg calf raise,calves,6.0,707
arms,cable,cable standing reverse grip one arm overhead tricep extension,triceps,6.0,708
abs,band,band jack knife sit-up,abs,6.0,709
abs,band,band horizontal pallof press,abs,6.0,710
shoulders,cable,cable seated shoulder internal rotation,delts,6.0,711
arms,cable,cable seated overhead curl,biceps,6.0,712
back,cable,cable straight arm pulldown,lats,6.0,713
arms,cable,cable rope hammer preacher curl,biceps,6.0,714
arms,cable,cable pushdown (with rope attachment),triceps,6.0,715
abs,cable,cable reverse crunch,abs,6.0,716
arms,cable,cable reverse curl,biceps,6.0,717
arms,cable,cable reverse grip triceps pushdown (sz-bar) (with arm blaster),triceps,6.0,718
arms,cable,cable reverse one arm curl,biceps,6.0,719
arms,cable,cable reverse preacher curl,biceps,6.0,720
arms,cable,cable reverse wrist curl,forearms,6.0,721
arms,cable,cable reverse-grip pushdown,triceps,6.0,722
arms,band,band side triceps extension,triceps,6.0,723
back,band,band one arm twisting seated row,upper back,6.0,724
back,band,band shrug,traps,6.0,725
arms,cable,cable rope one arm hammer preacher curl,biceps,6.0,726
shoulders,band,band reverse fly,delts,6.0,727
abs,band,band push sit-up,abs,6.0,728
legs,band,band pull through,glutes,6.0,729
arms,cable,cable seated curl,biceps,6.0,730
back,cable,cable seated one arm alternate row,upper back,6.0,731
arms,cable,cable seated one arm concentration curl,biceps,6.0,732
shoulders,cable,cable standing shoulder external rotation,delts,6.0,733
back,cable,cable straight arm pulldown (with rope),lats,6.0,734
arms,dumbbell,dumbbell cross body hammer curl,biceps,6.0,735
chest,dumbbell,dumbbell around pullover,pectorals,6.0,736
arms,dumbbell,dumbbell alternate biceps curl,biceps,6.0,737
arms,dumbbell,dumbbell alternate biceps curl (with arm blaster),biceps,6.0,738
arms,dumbbell,dumbbell alternate hammer preacher curl,biceps,6.0,739
arms,dumbbell,dumbbell alternate preacher curl,biceps,6.0,740
arms,dumbbell,dumbbell alternate seated hammer curl,biceps,6.0,741
shoulders,dumbbell,dumbbell alternate side press,delts,6.0,742
arms,dumbbell,dumbbell alternating bicep curl with leg raised on exercise ball,biceps,6.0,743
arms,dumbbell,dumbbell alternating seated bicep curl on exercise ball,biceps,6.0,744
arms,dumbbell,dumbbell bicep curl lunge with bowling motion,biceps,6.0,745
abs,body weight,decline sit-up,abs,6.0,746
arms,dumbbell,dumbbell bicep curl on exercise ball with leg raised,biceps,6.0,747
arms,dumbbell,dumbbell bicep curl with stork stance,biceps,6.0,748
arms,dumbbell,dumbbell biceps curl,biceps,6.0,749
arms,dumbbell,dumbbell biceps curl (with arm blaster),biceps,6.0,750
arms,dumbbell,dumbbell biceps curl reverse,biceps,6.0,751
arms,dumbbell,dumbbell biceps curl squat,biceps,6.0,752
arms,dumbbell,dumbbell biceps curl v sit on bosu ball,biceps,6.0,753
arms,dumbbell,dumbbell concentration curl,biceps,6.0,754
legs,body weight,donkey calf raise,calves,6.0,755
abs,body weight,decline crunch,abs,6.0,756
arms,cable,cable triceps pushdown (v-bar),triceps,6.0,757
arms,band,band concentration curl,biceps,6.0,758
legs,band,band hip lift,glutes,6.0,759
arms,cable,cable triceps pushdown (v-bar) (with arm blaster),triceps,6.0,760
abs,cable,cable tuck reverse crunch,abs,6.0,761
shoulders,band,band front lateral raise,delts,6.0,762
back,cable,cable twisting pull,lats,6.0,763
arms,cable,cable two arm curl on incline bench,biceps,6.0,764
arms,cable,cable two arm tricep kickback,triceps,6.0,765
arms,cable,cable wrist curl,forearms,6.0,766
back,band,band close-grip pulldown,lats,6.0,767
abs,body weight,dead bug,abs,6.0,768
back,barbell,cambered bar lying row,upper back,6.0,769
abs,body weight,captains chair straight leg raise,abs,6.0,770
legs,band,band bent-over hip extension,glutes,6.0,771
back,band,band assisted pull-up,lats,6.0,772
arms,body weight,close-grip push-up,triceps,6.0,773
abs,body weight,cocoons,abs,6.0,774
abs,body weight,crab twist toe touch,abs,6.0,775
legs,body weight,curtsey squat,glutes,6.0,776
back,cable,cable pushdown (straight arm) v. 2,lats,6.0,777
arms,cable,cable pushdown,triceps,6.0,778
arms,cable,cable preacher curl,biceps,6.0,779
arms,barbell,barbell lying extension,triceps,6.0,780
arms,barbell,barbell reverse curl,biceps,6.0,781
shoulders,barbell,barbell rear delt raise,delts,6.0,782
arms,barbell,barbell prone incline curl,biceps,6.0,783
arms,barbell,barbell preacher curl,biceps,6.0,784
arms,barbell,barbell palms up wrist curl over a bench,forearms,6.0,785
arms,barbell,barbell palms down wrist curl over a bench,forearms,6.0,786
arms,body weight,biceps narrow pull-ups,biceps,6.0,787
abs,body weight,bodyweight incline side plank,abs,6.0,788
arms,barbell,barbell lying back of the head tricep extension,triceps,6.0,789
legs,body weight,bench hip extension,glutes,6.0,790
arms,body weight,bodyweight kneeling triceps extension,triceps,6.0,791
arms,body weight,bodyweight side lying biceps curl,biceps,6.0,792
back,body weight,bodyweight squatting row,upper back,6.0,793
chest,barbell,barbell incline shoulder raise,serratus anterior,6.0,794
chest,barbell,barbell front raise and pullover,pectorals,6.0,795
arms,barbell,barbell drag curl,biceps,6.0,796
back,barbell,barbell decline bent arm pullover,lats,6.0,797
arms,barbell,barbell curl,biceps,6.0,798
arms,barbell,barbell reverse grip skullcrusher,triceps,6.0,799
arms,barbell,barbell reverse preacher curl,biceps,6.0,800
legs,band,band squat row,glutes,6.0,801
arms,barbell,barbell standing close grip curl,biceps,6.0,802
arms,barbell,barbell wrist curl,forearms,6.0,803
abs,barbell,barbell standing twist,abs,6.0,804
arms,barbell,barbell wrist curl v. 2,forearms,6.0,805
legs,barbell,barbell standing rocking leg calf raise,calves,6.0,806
arms,barbell,barbell standing reverse grip curl,biceps,6.0,807
legs,barbell,barbell standing leg calf raise,calves,6.0,808
shoulders,barbell,barbell standing front raise over head,delts,6.0,809
arms,barbell,barbell standing concentration curl,biceps,6.0,810
arms,barbell,barbell standing back wrist curl,forearms,6.0,811
arms,body weight,bench dip on floor,triceps,6.0,812
abs,barbell,barbell sitted alternate leg raise (female),abs,6.0,813
abs,barbell,barbell sitted alternate leg raise,abs,6.0,814
abs,barbell,barbell side bent v. 2,abs,6.0,815
cardio,body weight,bear crawl,cardiovascular system,6.0,816
abs,barbell,barbell seated twist,abs,6.0,817
arms,barbell,barbell seated close-grip concentration curl,biceps,6.0,818
abs,barbell,barbell rollerout,abs,6.0,819
arms,barbell,barbell reverse wrist curl,forearms,6.0,820
legs,body weight,bodyweight standing calf raise,calves,6.0,821
arms,barbell,barbell biceps curl (with arm blaster),biceps,6.0,822
back,body weight,bodyweight standing close-grip one arm row,upper back,6.0,823
arms,cable,cable one arm preacher curl,biceps,6.0,824
shoulders,cable,cable lateral raise,delts,6.0,825
arms,cable,cable lying bicep curl,biceps,6.0,826
arms,cable,cable lying close-grip curl,biceps,6.0,827
arms,cable,cable lying triceps extension v. 2,triceps,6.0,828
back,cable,cable one arm bent over row,upper back,6.0,829
arms,cable,cable one arm curl,biceps,6.0,830
chest,cable,cable one arm lateral bent-over,pectorals,6.0,831
shoulders,cable,cable one arm lateral raise,delts,6.0,832
arms,cable,cable one arm reverse preacher curl,biceps,6.0,833
back,body weight,bodyweight standing close-grip row,upper back,6.0,834
arms,cable,cable one arm tricep pushdown,triceps,6.0,835
arms,cable,cable overhead curl,biceps,6.0,836
shoulders,band,band twisting overhead press,delts,6.0,837
legs,band,band step-up,glutes,6.0,838
shoulders,band,band standing rear delt row,delts,6.0,839
arms,cable,cable overhead curl on exercise ball,biceps,6.0,840
back,cable,cable palm rotational row,upper back,6.0,841
arms,dumbbell,dumbbell standing alternating tricep kickback,triceps,6.0,842
arms,cable,cable kneeling triceps extension,triceps,6.0,843
shoulders,cable,cable kneeling rear delt row (with rope) (male),delts,6.0,844
arms,cable,cable kickback,triceps,6.0,845
arms,cable,cable incline triceps extension,triceps,6.0,846
back,body weight,bodyweight standing one arm row,upper back,6.0,847
back,barbell,barbell bent arm pullover,lats,6.0,848
back,body weight,bodyweight standing row,upper back,6.0,849
abs,body weight,bridge - mountain climber (cross body),abs,6.0,850
abs,body weight,butt-ups,abs,6.0,851
legs,cable,cable assisted inverse leg curl,hamstrings,6.0,852
arms,cable,cable close grip curl,biceps,6.0,853
arms,cable,cable concentration curl,biceps,6.0,854
arms,cable,cable concentration extension (on knee),triceps,6.0,855
shoulders,cable,cable cross-over revers fly,delts,6.0,856
arms,cable,cable curl,biceps,6.0,857
arms,cable,cable drag curl,biceps,6.0,858
shoulders,cable,cable forward raise,delts,6.0,859
shoulders,cable,cable front raise,delts,6.0,860
shoulders,cable,cable front shoulder raise,delts,6.0,861
arms,cable,cable hammer curl (with rope),biceps,6.0,862
legs,cable,cable hip adduction,adductors,6.0,863
legs,dumbbell,dumbbell contralateral forward lunge,glutes,6.0,864
arms,barbell,barbell standing wide-grip curl,biceps,6.0,865
